host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,177.0,1,365,2.5,953.0,18,48,78,2,2,1,4.0,3.0,4.0,4.0,5.0,4.5,4.083333333333333,Media (4.0–4.5]
within an hour,True,True,Pacífico,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,195.0,1,365,5.0,999.0,4,19,34,11,9,1,4.82,4.55,4.91,4.73,5.0,4.82,4.805000000000001,Excelente (>4.8)
within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,140.0,1,365,1.9,365.0,6,22,49,73,52,3,4.92,4.92,4.95,4.93,4.6,4.77,4.848333333333334,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,178.0,1,365,3.8,999.0,7,16,33,6,5,1,4.5,4.83,5.0,4.83,4.83,5.0,4.831666666666667,Excelente (>4.8)
within an hour,True,True,Valdeacederas,Entire rental unit,Entire home/apt,10,2.0,3.0,6.0,383.0,2,365,2.0,365.0,2,18,45,26,22,0,4.92,5.0,4.92,4.96,4.77,4.69,4.876666666666667,Excelente (>4.8)
a few days or more,True,True,San Diego,Private room in rental unit,Private room,2,1.0,1.0,1.0,30.0,1,365,1.0,365.0,11,28,58,74,38,0,4.86,4.77,4.86,4.93,4.66,4.8,4.8133333333333335,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,75.0,20,365,20.0,365.0,3,4,4,20,8,0,4.9,5.0,5.0,5.0,4.8,4.75,4.908333333333333,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,99.0,28,365,27.9,365.0,0,0,11,2,1,0,5.0,5.0,5.0,4.0,5.0,5.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,66.0,2,365,2.0,365.0,11,25,38,14,6,0,4.57,4.14,4.93,4.79,4.5,4.43,4.56,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,229.0,2,365,3.8,365.0,2,15,40,58,40,4,4.98,5.0,4.91,4.98,4.68,4.89,4.906666666666667,Excelente (>4.8)
within an hour,True,True,Pacífico,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,75.0,2,5,2.0,5.0,2,6,19,79,73,4,4.99,4.95,5.0,4.96,4.96,4.9,4.960000000000001,Excelente (>4.8)
within a few hours,True,True,Aravaca,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,130.0,2,365,2.0,365.0,6,36,66,4,2,0,4.75,3.5,3.75,4.25,5.0,3.5,4.125,Media (4.0–4.5]
within an hour,True,True,Valverde,Entire rental unit,Entire home/apt,6,2.0,1.0,2.0,83.0,2,365,2.1,1125.0,6,22,52,36,32,2,4.94,4.97,4.92,4.94,4.58,4.81,4.86,Excelente (>4.8)
within an hour,True,True,Cuatro Caminos,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,188.0,1,1125,1.3,181.0,25,55,80,14,7,0,4.86,4.79,4.86,4.86,4.93,4.57,4.8116666666666665,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,95.0,30,1125,30.0,297.4,0,25,55,5,2,0,4.0,4.0,4.0,4.0,4.6,3.8,4.066666666666667,Media (4.0–4.5]
within an hour,True,True,Prosperidad,Private room in rental unit,Private room,1,2.0,1.0,1.0,43.0,30,365,30.3,365.0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Guindalera,Private room in rental unit,Private room,1,2.0,1.0,1.0,50.0,31,365,31.0,365.0,14,44,74,1,0,0,2.0,2.0,4.0,4.0,4.0,3.0,3.1666666666666665,Baja (≤4.0)
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,67.0,29,330,28.2,322.9,0,0,1,46,23,1,4.91,4.96,4.87,4.91,4.82,4.87,4.890000000000001,Excelente (>4.8)
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,159.0,30,1125,39.8,1125.0,9,9,9,1,0,0,3.0,3.0,4.0,5.0,5.0,3.0,3.8333333333333335,Baja (≤4.0)
within a day,True,True,Opañel,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,65.0,3,1125,3.0,1125.0,0,3,3,15,0,0,4.87,4.93,5.0,5.0,4.67,4.73,4.866666666666666,Excelente (>4.8)
within an hour,True,True,Prosperidad,Room in hotel,Private room,2,1.0,1.0,1.0,60.0,1,365,1.0,7.0,5,24,52,4,1,0,2.75,4.0,4.25,3.0,4.0,3.75,3.625,Baja (≤4.0)
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,74.0,1,365,1.0,1125.0,0,2,21,65,48,3,4.37,4.57,4.89,4.82,4.6,4.34,4.598333333333334,Alta (4.5–4.8]
within an hour,True,True,Portazgo,Private room in rental unit,Private room,1,1.0,1.0,1.0,25.0,30,365,30.0,365.0,6,6,19,12,9,0,4.67,4.67,4.67,4.75,4.58,4.67,4.668333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,92.0,7,365,8.6,365.0,4,20,50,35,26,0,4.83,4.94,4.91,5.0,4.71,4.74,4.855,Excelente (>4.8)
within a few hours,True,True,San Pascual,Private room in rental unit,Private room,1,1.0,1.0,1.0,70.0,28,365,28.0,365.0,8,24,39,37,28,0,4.86,5.0,4.86,4.89,4.73,4.81,4.858333333333333,Excelente (>4.8)
within an hour,True,False,Justicia,Private room in rental unit,Private room,2,1.0,1.0,0.0,132.0,1,10,1.0,10.0,27,57,87,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,1,2.0,1.0,1.0,46.0,31,365,31.0,365.0,13,43,73,1,1,0,5.0,4.0,5.0,5.0,5.0,5.0,4.833333333333333,Excelente (>4.8)
within a day,True,True,Vallehermoso,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,160.0,30,1125,38.3,1125.0,0,0,0,2,0,0,4.5,4.0,5.0,3.5,5.0,3.5,4.25,Media (4.0–4.5]
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,2,2.0,1.0,1.0,51.0,31,365,31.0,365.0,14,27,57,2,2,0,3.5,2.5,5.0,3.0,4.0,3.5,3.5833333333333335,Baja (≤4.0)
within a day,True,True,Almagro,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,120.0,7,365,6.9,365.0,4,19,49,20,11,0,4.9,4.85,4.7,4.75,4.95,4.75,4.816666666666666,Excelente (>4.8)
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,1,2.0,1.0,1.0,44.0,31,365,31.0,365.0,0,0,0,5,4,0,4.4,4.0,4.6,4.6,4.8,4.6,4.5,Media (4.0–4.5]
within a few hours,True,True,Recoletos,Entire condo,Entire home/apt,2,1.0,0.0,0.0,75.0,32,730,32.0,730.0,0,0,16,5,4,0,5.0,4.8,5.0,5.0,5.0,4.8,4.933333333333334,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,114.0,1,365,50.2,999.0,19,33,63,33,26,1,4.3,4.18,4.55,4.36,4.73,4.06,4.363333333333333,Media (4.0–4.5]
within an hour,True,True,Berruguete,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,62.0,1,14,1.0,1125.0,7,30,60,64,45,1,4.64,4.66,4.84,4.69,4.38,4.52,4.621666666666667,Alta (4.5–4.8]
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,276.0,1,365,19.8,365.0,0,0,14,12,7,0,4.5,4.67,4.33,4.58,4.58,4.58,4.539999999999999,Alta (4.5–4.8]
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,93.0,1,365,1.0,1125.0,1,16,43,55,44,4,4.36,4.58,4.75,4.76,4.45,4.25,4.525,Alta (4.5–4.8]
within a day,True,True,Aluche,Private room in rental unit,Private room,2,1.0,1.0,1.0,29.0,1,10,1.0,10.0,13,28,58,29,8,0,4.79,4.86,4.86,4.79,4.69,4.83,4.803333333333334,Excelente (>4.8)
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,184.0,3,365,3.0,1125.0,19,41,68,71,48,2,4.82,4.73,4.82,4.72,4.87,4.65,4.7683333333333335,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,173.0,3,40,3.0,1125.0,14,36,62,59,44,3,4.69,4.78,4.8,4.81,4.92,4.71,4.785,Alta (4.5–4.8]
within a few hours,True,True,Zofío,Private room in rental unit,Private room,2,1.0,1.0,0.0,60.0,2,1125,1.0,1125.0,21,51,81,16,9,0,4.69,4.63,4.56,4.75,4.31,4.5,4.573333333333333,Alta (4.5–4.8]
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,126.0,5,365,4.3,365.0,14,41,65,18,16,2,4.89,4.78,4.5,4.61,4.83,4.72,4.721666666666667,Alta (4.5–4.8]
within a day,True,True,Vallehermoso,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,176.0,30,1125,38.2,1125.0,0,0,28,3,2,1,3.67,4.67,3.67,3.67,4.0,3.67,3.891666666666667,Baja (≤4.0)
within an hour,True,True,Embajadores,Private room in rental unit,Private room,2,2.0,1.0,1.0,50.0,30,365,30.3,365.0,0,0,0,4,1,0,5.0,4.75,5.0,5.0,4.75,4.5,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Private room in rental unit,Private room,1,1.0,1.0,1.0,43.0,31,365,31.0,365.0,29,59,89,2,0,0,3.0,3.0,4.5,3.5,3.5,3.5,3.5,Baja (≤4.0)
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,1,2.0,1.0,1.0,38.0,31,365,31.0,365.0,0,0,0,1,1,0,5.0,3.0,5.0,5.0,4.0,5.0,4.5,Media (4.0–4.5]
within a few hours,True,True,Sol,Entire condo,Entire home/apt,2,1.0,1.0,0.0,91.0,1,14,1.0,1125.0,9,27,48,70,57,1,4.63,4.56,4.64,4.31,4.89,4.4,4.571666666666666,Alta (4.5–4.8]
within a few hours,True,True,Sol,Entire condo,Entire home/apt,4,1.0,1.0,0.0,95.0,1,14,1.0,1125.0,5,22,36,118,88,4,4.45,4.52,4.66,4.49,4.87,4.38,4.5616666666666665,Alta (4.5–4.8]
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,186.0,2,28,1.1,903.0,4,14,29,85,79,4,4.91,4.84,4.69,4.88,4.91,4.79,4.836666666666667,Excelente (>4.8)
within an hour,True,True,Vista Alegre,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,121.0,2,365,3.1,365.0,8,30,58,60,31,1,4.87,4.82,4.85,4.83,4.67,4.8,4.806666666666667,Excelente (>4.8)
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,93.0,1,365,1.0,1125.0,0,11,41,75,62,3,4.51,4.6,4.93,4.85,4.65,4.47,4.668333333333333,Alta (4.5–4.8]
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,2,2.0,1.0,1.0,53.0,31,365,31.0,365.0,0,13,43,2,1,0,4.5,4.0,5.0,4.0,3.0,4.5,4.166666666666667,Media (4.0–4.5]
within an hour,True,True,Almagro,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,103.0,2,365,2.0,1125.0,2,25,47,105,72,3,4.78,4.74,4.9,4.88,4.96,4.67,4.821666666666666,Excelente (>4.8)
within an hour,True,True,Gaztambide,Private room in rental unit,Private room,1,2.0,1.0,1.0,46.0,31,365,31.0,365.0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Los Rosales,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,82.0,1,365,3.1,999.0,14,41,71,10,9,1,4.6,4.9,4.5,4.6,4.5,4.5,4.6000000000000005,Alta (4.5–4.8]
within an hour,True,True,Sol,Private room in rental unit,Private room,2,1.0,1.0,1.0,49.0,2,365,2.0,365.0,3,5,5,95,66,4,4.67,4.57,4.77,4.77,4.92,4.67,4.728333333333334,Alta (4.5–4.8]
within an hour,True,True,Los Rosales,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,89.0,1,365,3.1,999.0,14,44,74,8,7,0,4.63,5.0,4.75,4.88,4.38,4.25,4.6483333333333325,Alta (4.5–4.8]
within an hour,True,True,Los Rosales,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,89.0,1,365,3.1,999.0,13,43,73,10,6,0,4.7,4.6,4.3,4.9,4.2,4.5,4.533333333333333,Alta (4.5–4.8]
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,89.0,7,365,7.0,365.0,0,0,0,5,2,0,4.6,4.4,4.0,4.4,4.0,4.2,4.266666666666667,Media (4.0–4.5]
within an hour,True,True,Argüelles,Room in hotel,Private room,2,1.0,1.0,1.0,83.0,1,365,1.0,7.0,16,45,73,51,32,2,3.94,4.27,4.06,4.0,4.49,4.0,4.126666666666666,Media (4.0–4.5]
within an hour,True,True,Acacias,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,113.0,3,300,2.8,1125.0,7,24,51,72,50,2,4.65,4.76,4.89,4.94,4.65,4.5,4.7316666666666665,Alta (4.5–4.8]
within an hour,True,True,Pacífico,Private room in condo,Private room,1,1.0,1.0,1.0,54.0,1,30,1.0,1125.0,17,45,75,102,91,8,4.94,4.82,4.95,4.95,4.88,4.76,4.883333333333333,Excelente (>4.8)
within an hour,True,True,Berruguete,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,86.0,2,365,1.4,365.0,14,37,67,33,24,0,4.52,4.67,4.76,4.79,4.15,4.33,4.536666666666666,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,154.0,1,365,3.1,999.0,3,18,40,19,7,1,4.95,4.89,4.68,4.84,4.89,4.68,4.821666666666666,Excelente (>4.8)
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,198.0,65,1125,65.0,1125.0,1,1,1,36,21,0,5.0,4.94,4.97,5.0,4.86,4.94,4.951666666666667,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,185.0,2,360,2.0,360.0,3,6,22,121,90,7,4.99,4.98,4.97,4.93,4.98,4.93,4.963333333333334,Excelente (>4.8)
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,64.0,30,365,30.0,365.0,0,30,60,4,1,0,4.25,4.75,3.75,4.25,4.75,4.25,4.333333333333333,Media (4.0–4.5]
within a few hours,True,True,Nueva España,Entire rental unit,Entire home/apt,12,1.5,2.0,10.0,151.0,2,1125,2.0,1125.0,9,28,50,18,14,2,4.61,4.39,4.67,4.56,4.83,4.33,4.565,Alta (4.5–4.8]
within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,153.0,30,1125,38.3,1125.0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,74.0,1,365,1.0,1125.0,1,4,17,67,48,3,4.67,4.7,4.9,4.82,4.69,4.63,4.735,Alta (4.5–4.8]
within an hour,True,True,Ventas,Entire rental unit,Entire home/apt,5,0.5,3.0,3.0,148.0,1,365,1.0,365.0,10,25,44,18,8,0,4.78,4.61,4.67,4.72,4.5,4.5,4.63,Alta (4.5–4.8]
within a few hours,True,True,Chopera,Private room in rental unit,Private room,2,1.0,1.0,1.0,64.0,5,60,4.0,60.0,2,11,41,15,14,0,5.0,5.0,5.0,4.93,4.93,4.8,4.943333333333333,Excelente (>4.8)
within an hour,True,True,Numancia,Entire loft,Entire home/apt,4,1.0,2.0,3.0,125.0,45,1125,39.0,1125.0,0,25,55,15,8,0,4.6,4.4,4.6,4.6,4.6,4.2,4.499999999999999,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,5,1.0,1.0,0.0,97.0,1,21,2.0,21.0,6,13,43,83,61,2,4.75,4.66,4.89,4.87,4.67,4.67,4.751666666666668,Alta (4.5–4.8]
within an hour,True,True,Los Rosales,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,119.0,1,365,1.0,968.8,9,30,45,5,5,0,4.8,4.8,5.0,5.0,4.6,4.8,4.833333333333334,Excelente (>4.8)
within an hour,False,True,Embajadores,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,117.0,3,365,3.0,365.0,3,33,63,44,32,0,4.98,4.91,4.84,4.91,4.66,4.64,4.823333333333333,Excelente (>4.8)
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,119.0,2,1125,2.0,1125.0,4,17,34,68,53,4,4.76,4.9,4.9,4.88,4.97,4.75,4.86,Excelente (>4.8)
within a day,False,True,Almenara,Entire condo,Entire home/apt,4,2.0,2.0,3.0,108.0,10,25,10.0,25.0,6,6,6,21,13,0,4.9,4.38,4.86,4.81,4.9,4.76,4.7683333333333335,Alta (4.5–4.8]
within an hour,True,True,Chopera,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,77.0,1,365,1.0,1125.0,0,7,26,66,55,4,4.45,4.51,4.82,4.74,4.74,4.46,4.620000000000001,Alta (4.5–4.8]
within an hour,True,True,Ventas,Private room in rental unit,Private room,2,1.0,1.0,1.0,42.0,1,365,1.0,365.0,10,39,66,50,33,3,4.82,4.96,4.92,4.9,4.69,4.71,4.833333333333334,Excelente (>4.8)
within an hour,True,True,Sol,Private room in rental unit,Private room,2,3.0,1.0,1.0,39.0,2,16,2.0,16.0,13,43,73,146,103,2,4.84,4.7,4.84,4.74,4.95,4.79,4.81,Excelente (>4.8)
within an hour,True,True,Rejas,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,140.0,1,365,4.4,999.0,14,44,74,25,20,3,4.79,5.0,4.54,4.79,4.79,4.79,4.783333333333332,Alta (4.5–4.8]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,147.0,1,1125,28.0,1125.0,0,15,45,2,0,0,4.5,4.5,4.5,3.5,4.5,5.0,4.416666666666667,Media (4.0–4.5]
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,158.0,1,1125,28.0,1125.0,0,0,0,2,2,0,3.5,4.0,3.0,3.0,3.5,2.5,3.25,Baja (≤4.0)
within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,126.0,1,1125,28.0,1125.0,0,30,60,5,4,0,5.0,5.0,4.2,3.6,5.0,4.0,4.466666666666667,Media (4.0–4.5]
within an hour,True,True,Acacias,Entire rental unit,Entire home/apt,2,1.0,0.0,0.0,70.0,2,365,2.0,1125.0,11,29,55,47,31,1,4.64,4.64,4.89,4.83,4.49,4.28,4.628333333333334,Alta (4.5–4.8]
within a day,True,True,San Isidro,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,150.0,4,365,4.0,365.0,24,54,84,6,5,1,5.0,4.33,4.67,3.5,4.17,4.33,4.333333333333333,Media (4.0–4.5]
within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,123.0,3,1125,2.4,1125.0,0,0,0,12,12,1,4.92,4.92,4.83,4.92,5.0,4.92,4.918333333333333,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,239.0,9,36,1.1,36.0,23,53,83,9,6,1,4.67,4.33,4.44,4.44,4.67,4.33,4.48,Media (4.0–4.5]
within a few hours,True,False,Universidad,Private room in rental unit,Private room,6,1.0,1.0,2.0,32.0,2,730,2.0,730.0,30,60,90,5,4,0,4.4,3.2,4.6,4.8,5.0,3.2,4.2,Media (4.0–4.5]
within an hour,True,True,Ibiza,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,146.0,1,1125,2.6,250.4,7,28,55,7,4,0,4.14,4.29,4.29,4.57,4.71,3.71,4.285,Media (4.0–4.5]
within an hour,True,True,Opañel,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,194.0,1,1125,2.9,105.0,20,46,76,5,4,0,4.8,4.6,4.6,4.8,4.6,4.4,4.633333333333333,Alta (4.5–4.8]
within an hour,True,True,Ventas,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,123.0,1,1125,1.6,804.6,11,22,37,1,1,0,1.0,1.0,3.0,2.0,2.0,1.0,1.6666666666666667,Baja (≤4.0)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,96.0,1,365,1.0,365.0,6,36,66,45,43,2,4.51,4.49,4.49,4.6,4.49,4.13,4.451666666666666,Media (4.0–4.5]
within an hour,True,True,San Isidro,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,127.0,1,1125,2.9,92.0,19,49,77,3,2,0,4.0,3.67,4.33,5.0,4.67,4.33,4.333333333333333,Media (4.0–4.5]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,160.0,1,365,1.0,365.0,14,44,74,31,18,0,4.74,4.74,4.35,4.55,4.94,4.71,4.671666666666667,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,126.0,1,365,1.0,99.0,7,11,28,7,5,0,3.29,3.43,3.57,3.57,4.43,2.57,3.4766666666666666,Baja (≤4.0)
within an hour,True,True,Embajadores,Shared room in hostel,Shared room,1,1.0,1.0,8.0,36.0,1,365,1.0,7.0,30,60,90,24,20,4,4.88,4.75,4.88,4.83,4.71,4.71,4.793333333333333,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Shared room in hostel,Shared room,1,1.0,1.0,14.0,32.0,1,365,1.0,7.0,30,60,90,273,264,27,4.88,4.86,4.86,4.91,4.65,4.79,4.825,Excelente (>4.8)
a few days or more,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,189.0,1,1125,2.0,1125.0,21,51,81,3,0,0,4.33,5.0,4.33,5.0,5.0,4.33,4.665,Alta (4.5–4.8]
within a few hours,True,True,Valverde,Private room in rental unit,Private room,2,1.0,1.0,1.0,41.0,1,1125,1.0,1125.0,14,32,32,51,26,1,4.94,4.88,4.88,4.96,4.65,4.82,4.855,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,88.0,3,365,3.0,365.0,0,9,27,71,55,3,4.49,4.46,4.7,4.7,4.93,4.38,4.609999999999999,Alta (4.5–4.8]
within a day,True,True,Hispanoamérica,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,218.0,30,1125,38.3,1125.0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Universidad,Room in hotel,Private room,2,1.0,1.0,1.0,72.0,1,365,1.0,9.9,17,42,69,23,20,1,4.04,4.48,4.43,4.17,4.57,3.96,4.2749999999999995,Media (4.0–4.5]
within an hour,True,True,Argüelles,Room in hotel,Private room,2,1.0,1.0,1.0,72.0,1,365,1.0,7.0,24,54,84,407,225,8,4.19,4.44,4.19,4.17,4.63,4.11,4.288333333333333,Media (4.0–4.5]
within an hour,True,True,Pueblo Nuevo,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,81.0,1,1125,20.3,340.8,2,10,40,11,9,2,4.9,4.7,4.9,4.7,4.3,4.5,4.666666666666667,Alta (4.5–4.8]
within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,99.0,1,1125,1.9,591.0,5,14,40,2,0,0,3.0,4.5,4.0,5.0,3.0,3.0,3.75,Baja (≤4.0)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,248.0,1,365,6.6,365.0,8,25,38,34,16,1,4.59,4.82,4.79,4.88,4.91,4.65,4.773333333333333,Alta (4.5–4.8]
a few days or more,True,True,San Juan Bautista,Private room in rental unit,Private room,2,1.0,1.0,2.0,59.0,1,6,1.0,6.0,18,44,74,50,17,1,4.88,4.82,4.88,4.94,4.92,4.94,4.8966666666666665,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,85.0,29,365,28.3,365.0,1,19,49,13,8,0,4.85,4.92,4.77,4.92,4.46,4.77,4.781666666666667,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,122.0,1,365,3.6,365.0,4,21,51,89,67,4,4.74,4.75,4.85,4.8,4.88,4.56,4.763333333333333,Alta (4.5–4.8]
within an hour,True,True,Legazpi,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,70.0,1,365,1.3,365.0,1,10,28,60,44,1,4.65,4.15,4.77,4.7,4.68,4.42,4.5616666666666665,Alta (4.5–4.8]
within an hour,True,True,El Viso,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,201.0,27,365,27.0,365.0,3,33,63,13,8,0,5.0,4.92,5.0,4.92,5.0,4.69,4.921666666666667,Excelente (>4.8)
within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,5,1.5,1.0,3.0,81.0,2,60,1.8,1125.0,5,16,29,100,76,3,4.92,4.89,4.96,4.96,4.79,4.81,4.888333333333333,Excelente (>4.8)
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,128.0,3,365,6.4,365.0,7,19,46,83,61,3,4.48,4.59,4.66,4.82,4.51,4.37,4.571666666666667,Alta (4.5–4.8]
within an hour,True,True,Lista,Private room in rental unit,Private room,2,2.0,1.0,1.0,56.0,1,365,1.0,1125.0,12,28,53,2,2,0,4.5,4.5,5.0,4.5,5.0,4.0,4.583333333333333,Alta (4.5–4.8]
within an hour,True,True,Lista,Private room in rental unit,Private room,4,2.0,1.0,2.0,56.0,1,365,1.0,1125.0,9,22,41,16,10,0,4.81,5.0,4.81,4.63,4.75,4.63,4.771666666666666,Alta (4.5–4.8]
within an hour,True,True,Lista,Private room in rental unit,Private room,2,2.0,1.0,2.0,49.0,1,365,1.0,1125.0,12,35,62,27,14,0,4.81,4.63,4.56,4.56,4.78,4.48,4.636666666666667,Alta (4.5–4.8]
within an hour,False,True,Numancia,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,51.0,2,365,2.0,365.0,3,14,35,54,46,2,4.63,4.72,4.72,4.87,4.17,4.44,4.591666666666667,Alta (4.5–4.8]
within a day,True,True,Cortes,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,163.0,1,365,4.8,999.0,7,14,28,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
