id,name,host_id,host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
925250,Chic & Sunny Apt. Historic District-Sol,4975799,within an hour,True,True,Sol,Private room in rental unit,Private room,2,1.0,1.0,1.0,$68.00,1,1125,1.1,1125.0,1,15,42,764,98,9,4.73,4.68,4.8,4.83,4.91,4.68
925339,Centre just walk and enjoy,4977367,within an hour,True,True,Universidad,Entire loft,Entire home/apt,5,1.0,2.0,3.0,$94.00,1,365,9.5,365.0,0,0,0,234,6,0,4.66,4.81,4.86,4.93,4.92,4.54
926653,Cozy upscale apt museum mile AC,2864064,within an hour,True,False,Cortes,Entire rental unit,Entire home/apt,4,0.0,1.0,2.0,$122.00,1,365,4.3,999.0,0,8,34,634,51,5,4.82,4.84,4.81,4.9,4.89,4.69
938410,Elegant apartment  in the best area,9228673,within an hour,True,False,Recoletos,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,$278.00,5,1125,7.0,999.0,15,31,58,36,6,0,4.89,4.72,4.77,4.78,5.0,4.69
948141,Penthouse with terrace heart of the  city,4722486,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,$201.00,1,1125,16.7,1125.0,0,6,6,289,14,3,4.75,4.58,4.73,4.79,4.9,4.55
958020,SPRING SALES  AT Madrid Malasaña,5211661,within a day,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$73.00,7,60,7.0,60.0,0,6,23,284,0,0,4.94,4.8,4.91,4.94,4.87,4.8
961181,"Apartment for 3, Embajadores-La Latina-Lavapies.",5234573,within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$97.00,4,365,4.0,365.0,0,0,0,25,2,0,4.58,4.52,4.38,4.38,4.71,4.08
983019,Room in pretty home Santa Rosa Street Madrid,5386601,within an hour,True,True,Numancia,Private room in rental unit,Private room,2,1.0,1.0,1.0,$32.00,6,120,6.0,1125.0,0,0,23,95,20,0,4.85,4.76,4.91,4.91,4.59,4.83
1053180,Cozy flat in the heart of Madrid,5798033,within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$136.00,2,1125,2.0,1125.0,4,15,36,389,45,0,4.92,4.82,4.89,4.89,4.79,4.85
1055724,Habitación en piso  con encanto barrio  Chambéry,5814460,a few days or more,True,True,Arapiles,Private room in rental unit,Private room,2,2.0,1.0,1.0,$47.00,2,1125,2.0,1125.0,0,0,0,36,1,0,4.86,4.86,4.89,4.86,4.94,4.75
1065918,Downtown Bright Apartment Gran Vía | A002,5542111,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$198.00,1,1125,1.5,1125.0,13,36,64,558,3,0,4.39,4.51,4.56,4.68,4.81,4.26
1067941,Flat Nuevo.Metro 90 seconds.  Bedroom.Private bath,5876034,within a few hours,True,True,Almenara,Entire home,Entire home/apt,4,2.0,2.0,2.0,$120.00,1,27,1.0,27.0,0,0,0,74,4,0,4.51,4.55,4.69,4.68,4.64,4.36
1069174,Top Location :Thyssen & Prado !,5896428,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$130.00,2,90,2.0,90.0,6,26,52,357,43,1,4.5,4.68,4.81,4.88,4.96,4.54
1082942,"Architect's Room, Green Patio, vegan&gayfriendly",2228918,within an hour,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,2.0,$80.00,30,330,30.0,1125.0,24,26,26,122,20,1,4.93,4.93,4.93,4.98,4.9,4.87
1085217,Relaxing double room in Chueca,3612732,within a day,True,True,Justicia,Private room in rental unit,Private room,1,1.0,1.0,1.0,$44.00,60,1125,60.0,1125.0,28,58,88,31,0,0,4.81,4.9,4.84,4.97,4.9,4.81
1085898,3flats ideally located! Flat X:4people,2044655,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$134.00,20,45,19.8,45.0,1,20,50,43,8,1,4.81,5.0,4.91,4.88,4.95,4.88
1086060,Beautiful Attic - Historic Building,5969817,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$104.00,2,300,2.6,300.0,1,11,15,93,26,1,4.92,4.94,4.98,4.98,5.0,4.92
1086124,3flats ideally located! Flat Y:3people,2044655,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$101.00,20,40,14.2,40.0,5,19,49,44,11,0,4.73,4.86,4.89,4.86,4.95,4.68
1087049,3flats idealy located! FlatsX + Y:8people,2044655,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,$225.00,5,18,5.3,18.0,0,1,1,82,0,0,4.91,4.99,4.96,4.89,4.9,4.84
1092467,Autumn Special for the Blue House,153391,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$94.00,2,1125,2.0,1125.0,0,1,18,207,54,3,4.66,4.58,4.8,4.83,4.82,4.5
1162707,NICE & BIG DOUBLE ROOM AT DOWNTOWN,1706029,within a day,True,True,Gaztambide,Private room in rental unit,Private room,2,1.0,1.0,1.0,$86.00,1,1125,1.0,1125.0,24,54,84,151,8,0,4.58,4.48,4.77,4.88,4.7,4.5
1168731,Nice Penthouse 10´ Madrid Center,1703448,within a day,True,True,San Andrés,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$87.00,5,1125,5.0,1125.0,11,25,55,55,12,1,4.96,4.85,4.91,4.96,4.78,4.85
1176241,LUXURY FLAT  IN FRONT OF THE PRADO,6436336,a few days or more,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$49.00,30,120,30.0,120.0,7,7,22,12,3,0,4.58,4.75,4.92,4.92,4.92,4.33
1177790,Madrid Centro. Zona Sol-Gran Vía. Cerca de todo!,6443996,within a few hours,True,False,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$93.00,90,365,90.0,365.0,0,0,6,8,1,0,4.88,4.63,4.75,4.75,4.88,4.5
1220946,Best Deal BRIGHT PICASSO SUITE SOL,6566447,within a day,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$147.00,2,90,2.0,90.0,6,17,31,352,46,1,4.63,4.79,4.64,4.75,4.69,4.54
1230677,Design apartment in Sol area,6712111,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$80.00,32,200,32.0,200.0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0
1248292,Best Deal GOYA SUITE Historic SOL,6566447,within a day,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$128.00,2,90,2.0,90.0,0,16,33,297,15,0,4.74,4.83,4.73,4.78,4.75,4.63
1254955,Madrid Central flat - Reina Sofía,6730063,a few days or more,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$130.00,3,600,3.1,600.0,19,46,76,48,0,0,4.81,4.56,4.9,4.9,4.83,4.58
1263062,Central Double Room near Subway,4304796,within a day,True,True,Delicias,Private room in condo,Private room,2,1.0,1.0,1.0,$50.00,3,14,3.0,14.0,2,4,23,498,42,0,4.85,4.82,4.93,4.93,4.86,4.85
1263329,Central Garden Themed Room near Metro & Museums,4304796,within a day,True,True,Delicias,Private room in condo,Private room,2,1.0,1.0,2.0,$52.00,3,14,3.0,14.0,2,11,31,492,48,1,4.84,4.84,4.94,4.95,4.83,4.85
1266548,ApartJ GranVia-PalacioReal. Equipped with AC!,4839888,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$93.00,2,30,2.0,30.0,0,8,22,500,62,4,4.81,4.85,4.83,4.84,4.88,4.73
1267730,Best Deal Chic VELAZQUEZ SUITE SOL,6566447,within a day,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$159.00,2,90,2.0,90.0,3,10,20,340,46,4,4.61,4.67,4.56,4.71,4.86,4.54
1272747,"Apart A Gran Via-Palacio Real, Equipped with AC!",4839888,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$82.00,2,120,2.0,1125.0,0,1,12,447,70,2,4.78,4.8,4.83,4.85,4.87,4.66
1274889,"Quiet flat in historical Chamberí (IE, CEF area)",2833018,within a few hours,True,True,Almagro,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,$102.00,2,27,2.0,27.0,2,2,6,78,8,0,4.69,4.74,4.78,4.76,4.85,4.51
1297217,"Plaza de Santa Ana bright 4 pax, 1 BR, 40 m2",4190343,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$121.00,4,1125,4.0,1113.6,0,3,19,531,47,3,4.74,4.71,4.77,4.8,4.91,4.65
1316794,"in Downtown ,cava baja, Madrid,Wifi",7153063,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$103.00,3,45,2.3,1125.0,6,30,60,157,37,1,4.59,4.57,4.88,4.96,4.97,4.52
1320674,City center! Opera-Sol-Plaza Mayor,7170175,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$111.00,1,1125,2.2,1125.0,0,12,29,614,53,3,4.91,4.9,4.96,4.95,4.99,4.83
1330726,"Aparment in the famous ""rastro""",7218465,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$98.00,5,1125,5.0,1125.0,3,19,19,339,27,1,4.59,4.56,4.88,4.9,4.89,4.43
1336818,Jardín Manaure Apartamento céntrico,7249376,within an hour,True,True,Nueva España,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$94.00,1,90,1.0,90.0,6,18,44,66,28,0,4.79,4.7,4.88,4.8,4.8,4.45
1343630,"Quiet small room in central Chamberí (IE,CEF area)",2833018,within a few hours,True,True,Almagro,Private room in rental unit,Private room,1,1.0,1.0,1.0,$55.00,1,6,1.0,6.0,8,20,50,74,2,0,4.86,4.91,4.92,4.93,4.89,4.7
1346747,Loft Duplex Historical center,7306349,within a day,True,True,Embajadores,Entire loft,Entire home/apt,4,1.0,1.0,2.0,$88.00,2,1125,2.0,1125.0,0,0,0,100,18,0,4.66,4.42,4.6,4.61,4.65,4.52
1362476,MADRID CENTER- AIR CONDITIONING. NEXT TO GRAN VIA,7375454,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$208.00,2,1124,3.2,118.7,2,18,48,388,5,0,4.82,4.73,4.74,4.89,4.85,4.7
1395084,Private Room for two w/private bathroom/ Bernabéu,7539510,within a day,True,True,El Viso,Private room in home,Private room,2,1.0,1.0,2.0,$43.00,31,1125,30.4,1125.0,2,10,24,30,2,0,4.93,4.87,4.9,4.97,4.86,4.9
1408400,A bonbon in the heart of Madrid,7595958,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$97.00,28,1125,27.3,1125.0,8,10,40,243,4,0,4.82,4.84,4.89,4.95,4.97,4.8
1430003,Spacious and close to Gran Vía,2564339,within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$114.00,6,150,5.8,150.0,1,22,31,188,34,4,4.77,4.72,4.88,4.88,4.94,4.61
1431541,"Temporary rental. Spacious, well connected apartm.",7448200,within a few hours,True,True,Rios Rosas,Entire rental unit,Entire home/apt,7,2.0,3.0,6.0,$224.00,4,90,4.0,90.0,8,17,47,143,17,0,4.82,4.52,4.85,4.77,4.83,4.58
1434789,Duplex-terrace Plaza de España,2564339,within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$180.00,3,120,2.9,120.0,7,24,31,178,41,5,4.85,4.68,4.93,4.88,4.92,4.69
1443639,Penthouse in centre with terrace,7751680,within a day,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$100.00,30,730,2.0,730.0,13,43,73,59,2,0,4.75,4.32,4.86,4.91,4.91,4.47
1463482,Well connected Guesthouse in Madrid's green belt,7828783,within an hour,True,True,Valverde,Entire bungalow,Entire home/apt,2,1.0,1.0,1.0,$88.00,4,15,4.0,15.0,14,34,59,312,19,2,4.87,4.88,4.94,4.93,4.81,4.84
1473278,Penthouse Salamanca District 3BR - 2BTH - Wi-Fi,7652350,within an hour,True,True,Goya,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,$152.00,31,300,31.0,300.0,0,9,39,49,5,0,4.73,4.61,4.96,4.92,4.88,4.73
1491263,7mtr2 central studyroom with wide window,6191568,within a few hours,True,True,Goya,Private room in rental unit,Private room,1,1.0,1.0,1.0,$15.00,30,1125,30.0,1125.0,0,0,3,21,1,0,4.86,4.71,4.76,4.9,5.0,4.86
1500875,Madrid Sol downtown duplexwith AC,4839888,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$94.00,2,60,2.0,1125.0,0,3,20,473,58,4,4.64,4.68,4.69,4.75,4.82,4.56
1507595,Flat 3Rooms Ventas up to 6 easy to park,5574921,a few days or more,True,True,Ventas,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,$69.00,300,300,300.0,300.0,30,60,90,48,0,0,4.75,4.48,4.9,4.94,4.58,4.56
1522608,Acogedor Apartamento.CENTRO. EN CHUECA/JUSTICIA/,8125749,within a day,True,True,Justicia,Entire rental unit,Entire home/apt,3,0.0,1.0,1.0,$113.00,3,300,3.0,300.0,18,48,78,22,0,0,4.45,4.55,4.91,4.86,4.91,4.23
1529540,Habitación doble sin ruidos,8158807,within an hour,True,False,Casco Histórico de Vallecas,Private room in rental unit,Private room,2,1.0,1.0,2.0,$45.00,2,1125,2.0,1125.0,21,51,81,99,13,0,4.82,4.86,4.89,4.91,4.6,4.72
1532354,Aparment in latina in the center,7218465,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$64.00,5,1125,5.0,1125.0,8,27,27,247,21,1,4.7,4.62,4.89,4.96,4.98,4.5
1569343,LOFT de diseño  Ortega y Gasset,8345477,within an hour,True,True,Lista,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$108.00,5,1125,5.0,1125.0,0,0,0,109,10,0,4.55,4.51,4.67,4.63,4.84,4.4
1593044,BEAUTIFUL APARTMENT IN THE CENTER,1706029,within a day,True,True,Gaztambide,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$183.00,1,1,1.0,1.0,30,60,90,35,0,0,4.74,4.54,4.71,4.89,4.76,4.53
1609815,Nice apartament near down town,3514685,within a few hours,True,True,Ibiza,Private room in rental unit,Private room,2,1.0,1.0,1.0,$60.00,2,30,2.0,30.0,5,19,45,257,38,1,4.82,4.87,4.88,4.89,4.91,4.77
1621371,Between Gran Vía & Palacio Real,2564339,within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$114.00,3,45,3.0,45.0,1,18,32,187,26,1,4.74,4.68,4.88,4.85,4.96,4.63
1622564,Duplex-terrace close to Gran Vía,2564339,within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$268.00,4,120,3.9,120.0,8,38,55,205,21,6,4.68,4.66,4.8,4.79,4.94,4.52
1628485,C22-Low cost room.,901218,within an hour,True,True,Palacio,Private room in rental unit,Private room,4,1.0,1.0,2.0,$152.00,1,360,2.3,360.0,30,60,90,213,2,0,4.64,4.67,4.84,4.77,4.97,4.69
1636170,"WOW! PRINCIPE SANTA ANA Wifi!!! 2br, LIFT",8647044,within a few hours,True,True,Cortes,Entire condo,Entire home/apt,5,1.0,2.0,4.0,$236.00,7,1125,6.6,1125.0,17,46,76,87,11,1,4.66,4.82,4.84,4.72,4.9,4.68
1644183,Alquiler habitación individual,1766434,within an hour,True,True,Prosperidad,Private room in rental unit,Private room,1,1.5,2.0,1.0,$46.00,15,60,15.0,1125.0,2,2,2,64,9,0,4.95,4.94,5.0,4.95,4.86,4.92
1644403,Beautiful studio in the heart of Ma,3606346,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$102.00,1,90,2.6,1125.0,4,20,22,444,51,4,4.78,4.78,4.85,4.83,4.92,4.69
1665067,Habitación muy bien comunicada,8814428,within a few hours,True,True,Moscardó,Private room in rental unit,Private room,1,2.0,1.0,1.0,$26.00,28,1125,28.0,1125.0,0,0,0,21,0,0,4.95,4.9,4.95,5.0,4.76,4.95
1680271,Imperial Deluxe Plaza Mayor,2864064,within an hour,True,False,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$125.00,1,365,4.3,999.0,5,26,56,536,38,1,4.75,4.83,4.8,4.88,4.92,4.68
1691073,"Sol, big and quiet.300MB WIFI. check the opinions!",8933508,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$120.00,3,1125,3.0,1125.0,4,13,27,341,40,2,4.81,4.83,4.86,4.89,4.91,4.69
1695083,Downtown Comfortable Apartment Gran Vía | A006,5542111,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$199.00,1,1125,1.5,1125.0,23,44,71,327,6,1,4.4,4.49,4.49,4.62,4.86,4.3
1698916,"URBAN SANTA ANA,Central! Best Tapas area Wifi! 1BR",8647044,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$119.00,7,1125,6.2,1125.0,11,41,71,50,4,0,4.8,4.72,4.78,4.72,4.78,4.58
1716687,B12-Casa Opera.,901218,within an hour,True,True,Palacio,Private room in rental unit,Private room,6,1.0,1.0,1.0,$78.00,4,360,4.0,360.0,4,5,5,196,3,0,4.52,4.59,4.71,4.75,4.9,4.53
1737408,Great refurbish apartment for vacations,4424222,within an hour,True,True,Fontarrón,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,$167.00,3,1125,3.0,1125.0,8,24,51,196,27,0,4.92,4.89,4.9,4.92,4.64,4.77
1737767,CONFORT IN THE HEART OF MADRID,9137401,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$196.00,2,30,3.0,30.0,2,2,2,307,11,0,4.94,4.81,4.94,4.96,5.0,4.82
1742289,Estudio: Downtown Historic District Royal Palace,9172209,within an hour,False,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$60.00,3,1125,3.0,1125.0,3,11,37,319,48,1,4.65,4.84,4.82,4.85,4.9,4.6
1750838,Triángulo del Arte temporary rental not touristy,9210324,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$115.00,3,60,3.0,60.0,6,18,32,204,12,0,4.85,4.9,4.87,4.99,4.91,4.74
1755242,Cozy Urban Apt. Historic District-Sol,4975799,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$144.00,1,1125,1.1,1125.0,10,40,70,690,73,9,4.68,4.6,4.81,4.86,4.9,4.6
1763683,Luxury apartment in the center wifi,4292037,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$68.00,2,360,30.0,360.0,0,0,0,410,11,0,4.78,4.73,4.83,4.84,4.89,4.6
1774049,Central House,4200231,within an hour,True,True,Palos de Moguer,Entire home,Entire home/apt,6,1.0,2.0,4.0,$155.00,2,20,2.0,1125.0,12,37,58,76,17,0,4.41,4.55,4.72,4.82,4.64,4.17
1779465,View to Plaza Mayor,1713524,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$270.00,2,15,2.0,15.0,7,16,25,125,16,0,4.98,5.0,5.0,5.0,4.99,4.96
1788102,Private Bathroom.,901218,within an hour,True,True,Palacio,Private room in rental unit,Private room,4,1.0,1.0,2.0,$133.00,3,360,1.6,360.0,18,48,77,229,33,3,4.68,4.7,4.76,4.79,4.94,4.66
1797544,"Charming Salamanca apartment, 1BR. - VI",596469,within a few hours,True,True,Recoletos,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,$127.00,1,365,50.3,999.0,0,6,36,32,2,0,4.72,4.78,4.91,4.75,5.0,4.53
1854759,Madrid Rio-Palacio Real Room Own WC,1364024,within a few hours,True,True,Cármenes,Private room in rental unit,Private room,1,1.5,1.0,1.0,$38.00,10,65,9.9,65.0,2,16,45,73,14,2,4.88,4.9,4.89,4.9,4.85,4.84
1858255,Malasaña-Justicia-Chueca with jacuzzy,9696587,within a few hours,True,False,Universidad,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$209.00,32,366,26.9,366.0,10,30,51,270,14,2,4.85,4.91,4.83,4.91,4.95,4.82
1863038,Modern and bright Duplex in La Latina/Plaza Mayor,1769179,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$225.00,1,1125,3.7,1125.0,3,10,27,179,11,0,4.84,4.76,4.8,4.82,4.88,4.75
1901306,Cute apartment in Madrid center,9872400,a few days or more,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$77.00,2,1125,2.0,1125.0,0,2,2,66,0,0,4.75,4.43,4.8,4.84,4.55,4.61
1910871,"3 Bdr PH, Best Views, Madrid Center",1985408,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,$166.00,1,181,1.0,1125.0,18,41,67,149,17,0,4.8,4.9,4.84,4.86,4.92,4.69
1927108,Habitaciones Madrid centro,9982624,within a day,True,False,Trafalgar,Private room in rental unit,Private room,13,3.0,7.0,2.0,$34.00,3,365,3.2,365.0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0
1928731,ROMANTIC in downtown Madrid. Bathtub.,5149901,within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$500.00,5,15,5.0,15.0,1,1,1,223,13,0,4.87,4.87,4.89,4.96,4.91,4.78
1956372,"Bonita, acogedora y en pleno centro",4068912,within a day,True,True,Justicia,Private room in rental unit,Private room,4,1.5,1.0,2.0,"$1,286.00",1,1125,1.0,1125.0,30,60,90,220,0,0,4.6,4.51,4.77,4.8,4.87,4.57
1973442,Room to Rent. City Center,10189139,within an hour,True,True,Embajadores,Private room in loft,Private room,1,1.0,1.0,1.0,$76.00,6,90,7.0,90.0,6,19,36,207,10,0,4.99,4.97,4.98,4.99,4.95,4.96
1990801,"Madrid Classy flat I, 6 peop, 80 sqm, 2 BR, 2 BTHR",4190343,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,$230.00,4,1125,3.9,1086.3,0,8,26,632,51,4,4.76,4.75,4.74,4.81,4.93,4.71
2001012,Monthly Rental Charming Apartment Glorieta Bilbao,353738,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$73.00,28,360,28.0,1125.0,0,11,41,23,3,0,4.48,4.39,4.65,4.61,4.91,4.09
2054398,Rooftop in Tetuan with big terrace,2750053,within a day,True,True,Berruguete,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$67.00,60,360,60.0,360.0,0,0,29,19,1,0,4.83,4.26,5.0,4.89,4.61,4.61
2062465,Gran Via Deluxe Madrid Center Studio,762655,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$88.00,32,730,31.9,1125.0,0,24,49,91,5,0,4.74,4.48,4.83,4.9,4.84,4.6
2064355,Acogedor apartamento a pasos de Puerta del Sol,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,$165.00,2,90,2.0,30.0,4,19,35,66,27,0,4.61,4.64,4.68,4.79,4.91,4.61
2068722,Increíble ático c/terraza privada en pleno Madrid!,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$206.00,2,90,2.0,30.0,3,18,34,51,22,0,4.39,4.55,4.45,4.71,4.8,4.16
2068792,Hermoso apartamento en pleno centro de Madrid,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$198.00,2,90,2.0,30.0,17,35,63,71,28,0,4.69,4.73,4.65,4.79,4.93,4.65
2068796,Impresionante ático c/terraza a metros de Gran Vía,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$246.00,2,90,2.0,30.0,9,28,46,48,20,0,4.69,4.71,4.71,4.83,4.9,4.56
2069026,4F Fantástico apartamento en el corazón de Madrid,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,$225.00,2,90,2.0,30.0,5,30,55,50,18,0,4.4,4.5,4.46,4.64,4.8,4.3
2084773,Espectacular piso con inmensa terraza en Gran Vía!,10561681,within an hour,True,True,Sol,Entire serviced apartment,Entire home/apt,7,2.0,3.0,7.0,$524.00,3,90,2.0,30.0,25,41,64,76,23,1,4.63,4.61,4.63,4.78,4.7,4.47
2096590,Spacious&comfortable Apartment 2-8p,3048290,a few days or more,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,$325.00,4,1125,4.0,1125.0,6,24,50,19,0,0,4.5,4.61,4.39,4.56,4.94,4.67
2100370,Apartment  in gran via - malasaña,3048290,a few days or more,True,True,Universidad,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,$179.00,4,200,4.0,200.0,12,34,55,7,0,0,4.29,4.29,4.86,4.57,5.0,4.43
2101315,Fabuloso apartamento entre Gran Vía y Pta del Sol,10561681,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,$264.00,2,90,2.0,30.0,10,25,48,67,24,0,4.54,4.64,4.58,4.72,4.84,4.3
2117068,Warming Apartment Superbly located Bilbao metro st,353738,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$70.00,30,365,29.0,1125.0,6,9,33,13,1,0,3.69,4.31,4.38,4.38,4.69,3.77
